2.2 -896.906 460.282 724.994 1578.86 0.651067 215333
2.21 -889.649 454.398 745.023 1789.65 0.648889 210433
2.22 -882.375 448.436 764.909 1988.93 0.646596 205510
2.23 -874.787 442.058 781.656 2195.8 0.64406 200312
2.24 -866.847 434.87 801.211 2466.16 0.640864 194636
2.25 -859.044 427.711 815.541 2716.47 0.637574 189049
2.26 -850.833 420.117 832.57 2973.28 0.633882 183218
2.27 -842.644 411.982 843.405 3248.43 0.629695 177103
2.28 -834.426 403.867 850.751 3517.43 0.625327 171128
2.29 -826.184 395.348 860.178 3779.75 0.620406 164956
2.3 -817.868 386.507 863.174 4052.59 0.615004 158709
2.31 -809.351 377.147 868.369 4333.03 0.608875 152250
2.32 -801.097 367.879 867.428 4575.41 0.602607 145950
2.33 -792.669 358.557 863.89 4804.71 0.595966 139758
2.34 -784.139 348.37 860.542 5055.46 0.587931 133192
2.35 -775.969 338.947 853.828 5230.7 0.580481 127177
2.36 -767.696 328.817 846.042 5416.36 0.571521 120903
2.37 -759.414 318.787 836.764 5579.43 0.5622 114848
2.38 -751.483 309.085 825.184 5691.69 0.552787 109079
2.39 -743.404 298.731 808.269 5799.33 0.541933 103101
2.4 -735.469 288.648 794.143 5867.1 0.530688 97398.9
