12 2.2 -227.483 118.53 153.177 183.942 0.641885 14454
12 2.21 -226.04 117.667 155.18 192.399 0.640393 14270.8
12 2.22 -224.573 116.712 157.901 203.861 0.638495 14074.4
12 2.23 -222.942 115.698 159.381 215.059 0.636586 13865.7
12 2.24 -221.401 114.683 162.328 226.395 0.634479 13659.4
12 2.25 -219.852 113.671 164.065 237.263 0.632441 13454.8
12 2.26 -218.182 112.57 165.441 248.113 0.630198 13232.6
12 2.27 -216.656 111.505 167.602 260.672 0.62775 13025
12 2.28 -214.934 110.351 169.109 271.894 0.625254 12797.4
12 2.29 -213.408 109.295 169.851 281.86 0.622875 12590.9
12 2.3 -211.708 108.076 171.647 294.189 0.619908 12357
12 2.31 -210.118 106.969 172.549 304.213 0.617267 12145
12 2.32 -208.452 105.77 173.23 315.301 0.614301 11918.7
12 2.33 -206.805 104.573 173.653 325.314 0.611304 11693.4
12 2.34 -205.091 103.279 174.09 337.494 0.607814 11456.3
12 2.35 -203.473 102.108 174.094 345.836 0.604823 11238.8
12 2.36 -201.827 100.829 174.675 357.2 0.601101 11009.4
12 2.37 -200.17 99.5787 174.099 365.569 0.597645 10782.3
12 2.38 -198.466 98.2991 173.628 373.511 0.594034 10551.7
12 2.39 -196.84 97.0461 173.078 382.504 0.590266 10332.1
12 2.4 -195.256 95.8291 172.621 389.072 0.586575 10117
12 2.41 -193.547 94.4919 171.353 396.538 0.582421 9884.38
12 2.42 -191.933 93.205 170.379 403.813 0.578228 9664.4
12 2.43 -190.4 91.9564 169.267 409.651 0.574145 9451.44
12 2.44 -188.791 90.6721 168.033 415.135 0.56979 9234.36
12 2.45 -187.188 89.4149 166.841 420.412 0.56534 9025.04
12 2.46 -185.57 88.0835 165.173 425.325 0.56059 8805.01
12 2.47 -184.025 86.8863 163.53 428.657 0.556325 8608.01
12 2.48 -182.397 85.5218 161.75 432.448 0.551125 8386.45
12 2.49 -180.942 84.3245 159.942 434.826 0.546459 8193.34
12 2.5 -179.356 83.0192 158.248 437.227 0.541132 7985.26
12 2.51 -177.878 81.7978 156.197 439.745 0.536167 7794.64
12 2.52 -176.415 80.5671 154.419 440.54 0.531023 7601.22
12 2.53 -175.022 79.4145 152.381 441.517 0.525954 7423.7
12 2.54 -173.521 78.1939 149.867 440.124 0.520903 7232.2
12 2.55 -172.057 76.9236 147.75 440.982 0.514984 7041.75
12 2.56 -170.65 75.769 145.743 440.133 0.509554 6867.68
12 2.57 -169.269 74.6063 143.298 439.002 0.503902 6694.33
12 2.58 -167.85 73.4424 141.216 437.24 0.498332 6521.87
12 2.59 -166.455 72.246 139.121 436.355 0.49203 6349.64
