1.83585 -1061.93 547.938 278.136 77.5896 0.666049 300378
1.83872 -1060.42 547.409 277.524 79.5488 0.666031 299803
1.84159 -1059.92 547.126 288.965 83.966 0.665994 299501
1.84445 -1059.5 547.042 281.729 82.1555 0.666008 299407
1.84732 -1058.67 546.69 276.034 81.2173 0.666012 299020
1.85019 -1057.91 546.395 290.36 86.6866 0.66597 298707
1.85305 -1057.31 546.271 283.168 83.7637 0.665989 298567
1.85592 -1056.02 545.718 289.699 87.9751 0.665956 297971
1.85879 -1055.65 545.658 289.093 88.1033 0.665953 297907
1.86165 -1054.59 545.23 285.205 85.411 0.665969 297435
1.86452 -1053.69 544.916 290.326 90.329 0.665931 297102
1.86739 -1053.28 544.685 295.997 90.9535 0.665923 296851
1.87025 -1052.21 544.379 298.218 95.3551 0.665895 296527
1.87312 -1050.79 543.822 299.752 93.3639 0.665898 295917
1.87599 -1049.7 543.378 302.593 97.2038 0.665867 295442
1.87885 -1049.54 543.263 296.402 97.2906 0.665865 295318
1.88172 -1048.73 543.085 310.58 100.255 0.665841 295130
1.88459 -1047.2 542.34 311.266 107.693 0.665779 294335
1.88745 -1046.92 542.288 304.626 102.96 0.665814 294271
1.89032 -1045.81 541.872 315.268 105.415 0.66579 293825
1.89319 -1045.11 541.545 304.72 103.354 0.665804 293467
1.89605 -1044.23 541.413 311.48 103.194 0.665802 293323
1.89892 -1043.23 540.823 320.072 112.322 0.665726 292703
1.90179 -1042.87 540.859 321.891 107.591 0.665761 292733
1.90465 -1040.83 539.823 336.045 121.619 0.665644 291641
1.90752 -1040.53 539.895 313.424 110.851 0.665731 291698
1.91039 -1038.98 539.172 338.216 123.936 0.665621 290943
1.91325 -1038.55 539.082 325.014 120.773 0.665651 290840
1.91612 -1037.26 538.498 329.207 122.361 0.665627 290215
1.91899 -1036.62 538.231 338.606 126.299 0.66559 289935
1.92185 -1035.73 537.997 336.89 122.842 0.665616 289677
1.92472 -1034.72 537.516 343.382 129.161 0.665561 289172
1.92759 -1033.21 536.953 342.933 130.985 0.665542 288571
1.93045 -1032.97 536.862 344.418 129.083 0.665554 288470
1.93332 -1032.38 536.664 344.666 130.48 0.665539 288260
1.93619 -1030.74 535.862 364.414 141.132 0.665444 287421
1.93905 -1029.67 535.286 361.353 153.359 0.665355 286828
1.94192 -1028.66 535.204 354.819 141.577 0.665441 286718
1.94479 -1027.84 534.801 355.538 139.827 0.665449 286284
1.94765 -1026.59 534.229 360.99 149.255 0.665366 285691
1.95052 -1025.6 533.688 366.954 157.426 0.665296 285130
1.95339 -1024.53 533.341 365.479 154.657 0.665312 284755
1.95625 -1023.43 532.691 371.477 168.011 0.665212 284089
1.95912 -1022.85 532.693 365.056 159.861 0.665267 284075
1.96199 -1020.86 531.698 367.185 167.048 0.665196 283030
1.96485 -1020.74 531.805 369.775 161.854 0.665232 283134
1.96772 -1019.42 531.167 380.591 168.56 0.665166 282470
1.97059 -1018.43 530.663 382.16 171.202 0.665141 281941
1.97345 -1017.32 530.298 384.964 174.3 0.665115 281560
1.97632 -1015.66 529.605 403.128 186.887 0.665008 280851
1.97919 -1015.3 529.458 381.838 174.229 0.665104 280671
1.98205 -1013.5 528.716 393.372 179.873 0.665043 279898
1.98492 -1012.51 528.011 398.659 194.437 0.664919 279182
1.98779 -1011.7 527.712 395.58 198.648 0.664889 278875
1.99065 -1010.32 527.283 399.465 196.257 0.664891 278418
1.99352 -1009.52 526.741 409.61 204.627 0.664815 277864
1.99639 -1007.68 526.118 400.523 198.888 0.664863 277197
1.99925 -1006.39 525.622 408.121 207.11 0.664781 276693
2.00212 -1006.05 525.222 424.21 214.658 0.664708 276288
2.00499 -1004.29 524.492 413.727 217.79 0.664672 275528
2.00785 -1003.15 523.936 419.096 228.708 0.664585 274968
2.01072 -1002.42 523.564 425.447 234.211 0.664529 274590
2.01359 -1000.74 522.918 421.693 232.434 0.664534 273911
2.01645 -999.196 522.233 436.798 239.406 0.664457 273210
2.01932 -998.125 521.862 428.067 232.116 0.664501 272809
2.02219 -997.308 521.157 431.831 256.838 0.664313 272124
2.02505 -995.788 520.529 459.019 261.725 0.664223 271481
2.02792 -994.64 520.028 442.124 262.707 0.664224 270962
2.03079 -993.354 519.389 449.309 287.454 0.664099 270348
2.03365 -991.901 518.821 449.217 274.79 0.664107 269734
2.03652 -990.153 517.68 449.172 285.933 0.66398 268575
2.03939 -989.538 517.725 458.588 281.589 0.66402 268613
2.04225 -988.081 516.749 461.159 298.762 0.663861 267640
2.04512 -986.362 516.018 463.14 306.066 0.663778 266900
2.04799 -985.459 515.628 468.532 318.889 0.663691 266525
2.05085 -983.684 514.721 477.663 323.422 0.66364 265601
2.05372 -983.189 514.491 475.173 315.402 0.663666 265349
2.05659 -980.385 512.891 473.257 355.094 0.663396 263788
2.05945 -979.714 512.605 482.373 365.121 0.663333 263516
2.06232 -978.164 511.877 498.116 361.132 0.663228 262763
2.06519 -976.618 510.841 493.432 380.191 0.663095 261744
2.06805 -976.232 511.033 486.193 355.338 0.663269 261890
2.07092 -974.231 509.939 492.99 373.757 0.663119 260812
2.07379 -973.564 509.415 499.284 386.771 0.662963 260306
2.07665 -971.074 508.193 501.091 417.733 0.662783 259127
2.07952 -969.297 507.134 516.33 429.526 0.662558 258078
2.08239 -968.647 507.087 508.955 415.918 0.662681 258004
2.08525 -966.57 505.804 525.379 453.494 0.6624 256784
2.08812 -966.189 505.751 514.157 431.742 0.662533 256686
2.09099 -964.767 504.953 518.992 437.588 0.662396 255893
2.09385 -963.272 503.842 535.199 461.632 0.662143 254824
2.09672 -961.873 503.206 515.775 487.035 0.662078 254238
2.09959 -959.55 501.713 536.462 552.387 0.661692 252876
2.10245 -958.385 501.3 527.216 491.68 0.661866 252335
2.10532 -955.946 500.119 548.604 521.592 0.661622 251217
2.10819 -954.964 499.058 579.232 594.116 0.661079 250311
2.11105 -953.121 498.286 552.863 566.864 0.661224 249485
2.11392 -952.176 497.825 561.527 566.939 0.661146 249029
2.11679 -949.593 496.309 572.2 613.337 0.66082 247621
2.11965 -947.903 495.268 577.297 624.904 0.660651 246615
2.12252 -946.927 494.398 582.807 692.614 0.660208 245899
2.12539 -944.913 493.315 592.562 680.629 0.660156 244806
2.12825 -942.546 492.201 582.234 661.953 0.660141 243671
2.13112 -941.86 491.271 583.603 731.754 0.659769 242907
2.13399 -940.557 490.678 598.331 746.094 0.659578 242357
2.13685 -938.62 489.385 597.138 768.038 0.659212 241139
2.13972 -935.243 487.379 607.624 812.746 0.658884 239278
2.14259 -934.815 487.194 612.396 805.248 0.658918 239083
2.14545 -932.802 485.705 624.499 860.77 0.658406 237756
2.14832 -931.68 485.114 608.67 847.025 0.658483 237155
2.15119 -930.383 484.03 620.786 906.147 0.658048 236234
2.15405 -928.468 482.558 632.737 951.612 0.657609 234912
2.15692 -926.684 481.836 653.177 957.475 0.657498 234231
2.15979 -924.568 480.162 648.997 1030.6 0.656983 232781
2.16265 -922.604 479.122 643.109 989.836 0.657081 231699
2.16552 -920.422 477.782 669.359 1050.6 0.656512 230551
2.16839 -918.454 475.911 685.336 1144.94 0.655626 228974
2.17125 -915.562 474.367 681.651 1139.35 0.655598 227498
2.17412 -915.53 474.721 660.363 1101.14 0.655862 227754
2.17699 -912.491 471.894 696.181 1274.4 0.654588 225458
2.17985 -910.367 470.66 677.095 1248.77 0.654461 224243
2.18272 -909.454 470.031 692.37 1289.81 0.654227 223744
2.18559 -906.147 467.691 688.25 1304.8 0.653731 221586
2.18845 -904.926 466.565 680.644 1299.79 0.653622 220528
2.19132 -903.941 465.06 698.168 1514.36 0.652322 219600
2.19419 -900.339 462.464 717.815 1570.28 0.651543 217318
2.19705 -898.995 461.719 716.38 1562.95 0.6514 216618
2.19992 -896.227 459.78 711.443 1603.23 0.650991 214925
2.20279 -895.311 458.846 713.862 1585.57 0.650694 214032
2.20565 -892.636 455.994 761.076 1790.59 0.648882 211880
2.20852 -890.98 455.216 739.175 1729.25 0.649316 211041
2.21139 -888.969 453.899 750.367 1769.6 0.648799 209937
2.21425 -886.632 451.938 766.449 1866.56 0.647668 208381
2.21712 -884.231 450.719 757.767 1912.6 0.647684 207388
2.21999 -881.943 447.986 773.723 2037.37 0.646281 205214
2.22285 -879.695 446.549 748.311 1998.77 0.646292 203849
2.22572 -877.762 445.173 775.541 2058.81 0.645454 202762
2.22859 -876.026 442.774 782.727 2218.06 0.644166 200992
2.23145 -873.317 440.952 790.156 2151.48 0.64388 199240
2.23432 -870.269 437.3 779.677 2342.15 0.642036 196464
2.23719 -868.712 436.39 798.813 2425.91 0.641516 195863
