1.52633 -382.769 193.437 41.4342 5.79917 0.66636 37426.7
1.53124 -382.437 193.349 41.6099 5.7922 0.666358 37392.8
1.53616 -382.157 193.258 43.8446 6.2184 0.666334 37358.4
1.54107 -382.08 193.227 44.3721 6.39522 0.666324 37346.7
1.54599 -381.794 193.151 43.276 6.23887 0.666331 37317
1.5509 -381.401 193.03 45.364 6.78311 0.666302 37270.9
1.55581 -381.283 193.006 45.9296 6.71337 0.666303 37261.9
1.56073 -381.266 192.984 46.0013 6.8469 0.666295 37253.6
1.56564 -380.795 192.847 47.0024 7.13964 0.666278 37201.1
1.57056 -380.5 192.746 48.83 7.66568 0.666249 37163
1.57547 -380.214 192.683 48.4171 7.46717 0.666257 37138.5
1.58039 -379.955 192.6 49.7829 7.73563 0.66624 37106.8
1.5853 -379.54 192.485 48.9609 7.62441 0.666244 37062.6
1.59021 -379.531 192.474 50.1723 7.94141 0.666226 37059
1.59513 -378.899 192.286 51.9324 8.43191 0.666197 36987.5
1.60004 -378.794 192.235 53.2672 8.81 0.666175 36968.4
1.60496 -378.508 192.172 52.87 8.49677 0.666189 36943.6
1.60987 -378.32 192.106 54.6659 8.99802 0.666161 36919
1.61479 -377.837 191.951 54.0805 9.09841 0.666152 36859.8
1.6197 -377.735 191.906 55.3781 9.37006 0.666135 36842.9
1.62461 -377.412 191.831 56.2341 9.49356 0.666126 36814.5
1.62953 -377.04 191.724 55.4721 9.32543 0.666132 36773.4
1.63444 -376.627 191.59 57.6058 10.01 0.666093 36723.1
1.63936 -376.559 191.57 57.5644 10.1076 0.666086 36715.5
1.64427 -376.058 191.412 59.0199 10.2778 0.666072 36655.6
1.64919 -376.112 191.401 58.3841 10.6187 0.666052 36651.8
1.6541 -375.856 191.337 60.0786 10.7205 0.666043 36627.6
1.65901 -375.402 191.204 59.841 10.7563 0.666039 36576.8
1.66393 -374.798 191.008 63.311 12.0923 0.665966 36504.3
1.66884 -374.748 190.978 63.2688 12.0133 0.665964 36492.6
1.67376 -374.435 190.901 61.4101 11.4854 0.665992 36462.4
1.67867 -373.751 190.682 64.8641 12.6999 0.665929 36380.9
1.68359 -373.852 190.716 63.3429 12.2321 0.665941 36393.2
1.6885 -373.246 190.542 65.5609 12.2245 0.665936 36326.7
1.69341 -372.913 190.424 68.0101 12.9579 0.66589 36283.4
1.69833 -372.72 190.354 66.8398 13.2062 0.665878 36257.2
1.70324 -372.305 190.19 67.5863 14.1252 0.665822 36196.4
1.70816 -372.058 190.13 68.117 13.5251 0.665846 36172.7
1.71307 -371.651 190.014 69.9393 14.082 0.665811 36129.5
1.71799 -371.343 189.915 69.2964 14.2816 0.665798 36092.1
