2.2 -1589.94 812.32 1348.94 3544.57 0.654841 667661
2.21 -1576.51 800.754 1392.36 4107.88 0.652831 650286
2.22 -1562.35 788.024 1437.56 4747.67 0.65045 631521
2.23 -1548 774.347 1484.01 5506.84 0.647569 611893
2.24 -1533.14 759.517 1525.05 6333.68 0.64423 591054
2.25 -1518.06 743.937 1563.6 7200.31 0.640418 569642
2.26 -1502.37 726.565 1598.16 8224.2 0.635766 546484
2.27 -1486.83 708.941 1622.96 9178.03 0.630797 523431
2.28 -1470.63 689.791 1648.45 10230.2 0.624884 499136
2.29 -1454.54 669.95 1660.98 11265.8 0.618318 474631
2.3 -1438.2 648.916 1667.69 12316.7 0.610704 449420
2.31 -1422.02 627.534 1665.93 13262 0.602434 424435
2.32 -1405.69 605.174 1668.67 14277.8 0.592763 399360
2.33 -1389.56 582.472 1652.64 15098.1 0.582466 374452
2.34 -1373.48 559.212 1636.37 15883.1 0.570642 349884
2.35 -1357.65 535.873 1611.02 16517.4 0.557831 325976
2.36 -1341.84 512.051 1589.49 17048.9 0.543538 302432
2.37 -1326.39 488.455 1556.74 17356.5 0.527825 279723
2.38 -1311.3 465.366 1519.43 17531 0.511229 258290
2.39 -1296.35 442.42 1479.64 17516.6 0.492984 237600
2.4 -1282.03 420.436 1434.93 17382 0.473764 218483
