8 2.2 -103.026 54.1559 60.0817 46.7133 0.6378 3035.63
8 2.21 -102.421 53.8376 60.7412 48.5114 0.636346 3005.69
8 2.22 -101.84 53.5402 61.2337 50.0671 0.635024 2977.7
8 2.23 -101.214 53.2116 62.0428 52.0248 0.633417 2947.49
8 2.24 -100.686 52.9221 62.3578 53.574 0.632049 2920.75
8 2.25 -100.061 52.5923 63.0097 55.2657 0.630448 2890.3
8 2.26 -99.453 52.2601 63.4285 56.9547 0.628813 2859.84
8 2.27 -98.8292 51.9228 63.9051 58.7883 0.627115 2829.42
8 2.28 -98.2148 51.5757 64.4534 60.6598 0.625282 2798.36
8 2.29 -97.6176 51.2456 64.8441 62.3248 0.623558 2768.84
8 2.3 -96.9558 50.8789 65.168 64.0316 0.621627 2735.93
8 2.31 -96.3956 50.5677 65.3439 65.5544 0.619999 2708.52
8 2.32 -95.7057 50.1701 65.789 67.5629 0.617787 2673.78
8 2.33 -95.118 49.829 65.969 69.2088 0.615846 2644.18
8 2.34 -94.445 49.4444 66.1546 70.8333 0.613693 2610.5
8 2.35 -93.8403 49.0906 66.3482 72.4299 0.611618 2580.09
8 2.36 -93.2012 48.7205 66.5706 73.8355 0.609427 2547.94
8 2.37 -92.5667 48.3536 66.5388 75.3 0.607284 2516.53
8 2.38 -91.9513 47.9842 66.537 76.8413 0.605048 2485.37
8 2.39 -91.3374 47.6178 66.6623 78.2336 0.602717 2454.43
8 2.4 -90.6866 47.2263 66.5652 79.687 0.600302 2421.57
8 2.41 -90.1042 46.8638 66.5032 81.1302 0.597876 2391.74
8 2.42 -89.4428 46.4854 66.3612 82.1509 0.59559 2359.7
8 2.43 -88.8195 46.1008 66.1711 83.2082 0.593006 2327.48
8 2.44 -88.1961 45.7222 65.9645 84.6062 0.590507 2296.96
8 2.45 -87.6388 45.3697 65.847 85.7455 0.587992 2268.49
8 2.46 -87.0167 44.9891 65.5808 86.7666 0.585415 2237.47
8 2.47 -86.3583 44.5839 65.3392 87.7611 0.582601 2204.49
8 2.48 -85.7805 44.2062 64.9769 88.8171 0.579798 2174.45
8 2.49 -85.1523 43.8211 64.6458 89.6903 0.576979 2143.62
8 2.5 -84.5064 43.4352 64.219 90.2501 0.574322 2112.24
8 2.51 -83.9028 43.0449 63.9971 91.2034 0.571202 2081.79
8 2.52 -83.3374 42.6748 63.6963 92.0907 0.568314 2053.21
8 2.53 -82.7015 42.2684 63.2138 92.8617 0.565161 2021.55
8 2.54 -82.1574 41.9298 62.7235 93.1836 0.562537 1994.8
8 2.55 -81.5715 41.559 62.2895 93.7665 0.559562 1966.26
8 2.56 -80.9882 41.1724 61.7402 94.481 0.556417 1937.03
8 2.57 -80.4335 40.8187 61.2967 94.8283 0.553447 1909.87
8 2.58 -79.8286 40.4164 60.7125 95.2168 0.550056 1879.15
8 2.59 -79.3126 40.0809 60.2468 95.5689 0.547096 1854
8 2.6 -78.686 39.6747 59.6323 95.9325 0.543582 1823.51
8 2.61 -78.1592 39.3458 59.2051 95.9924 0.540666 1798.63
8 2.62 -77.589 38.9575 58.5298 96.3681 0.537148 1770.17
8 2.63 -77.0253 38.6017 57.9343 96.2509 0.534006 1743.23
8 2.64 -76.4851 38.24 57.2944 96.5142 0.530564 1717.09
8 2.65 -75.9791 37.9237 56.7076 96.3911 0.527741 1693.64
8 2.66 -75.4586 37.5511 56.2129 96.6112 0.523871 1667.07
8 2.67 -74.9205 37.2096 55.5304 96.3472 0.520692 1641.8
8 2.68 -74.3634 36.8451 54.9003 96.2372 0.517087 1615.48
8 2.69 -73.8447 36.4979 54.322 96.2534 0.513517 1591.02
8 2.7 -73.3663 36.1925 53.6861 95.8944 0.510466 1568.82
